user_id,latent_0,latent_1,latent_2,latent_3,latent_4
1,-1.8257721818333357,-0.3946883837708456,-1.7484009322633238,2.0415387843169444,0.2124912169339837
2,0.12582928383100775,0.23207341165914078,0.6045206306008323,0.9781548498345284,-1.5635539288146632
3,1.310177597426757,1.2458252940172545,-0.06634661085754201,-0.11872869068319965,-3.102760796624073
4,-1.2439911622015887,0.5188492762631571,1.2006174663098916,0.7288369221167973,-0.07571506577828939
5,1.9258727005684446,1.0051755563671387,-0.3938264187449053,2.1821106519534137,-1.0961672347066005
6,-1.4718402205374563,-0.42110538712392287,-0.7586401780205851,-0.3649316144868989,0.7980906964011155
7,-0.033979571604678495,-0.008296767619785253,0.058814816208904316,-2.3123254929747867,-1.5152605079180672
8,-0.3853112654294217,-0.8429288013477375,-0.23178748714611774,1.4041283796080901,-0.07444949739319742
9,-1.3221682177229857,-0.7930997872646736,1.7105759089922536,1.5324939714590151,0.5958774356488822
10,-1.56248307069533,0.30680493510414963,0.38369709915070194,0.02554020839024015,-0.5700110556093595
11,-0.3626310438697443,-0.6397149071870721,-1.1450739583590241,1.3659878354682442,0.8823137950296952
12,-0.28492944258331016,0.3521783083677695,0.389700890390535,2.342883558076062,0.8725686809157047
13,0.8347696187281046,0.03798101306933453,-0.4344239584101757,1.382710252661615,0.6522721175661845
14,-0.8295419540543993,0.4538665543398381,0.8373860884208123,-2.0958309562928616,-0.9223867925846672
15,0.36276482603990634,-1.924461303828756,-1.7661311658852938,-0.27046174039426135,0.49154425909494237
16,0.5377837069011182,1.582399552691461,0.08226388788949895,-0.37265285346052174,-1.3073595861552483
17,-0.3846276164270356,0.7075293079967273,0.7527222034871184,0.2646190067284926,0.5471149352947167
18,1.2763835590745916,0.07527184311995858,1.3673188377502348,-0.726646839299346,-0.07329104454049068
19,-0.4808332298604204,0.792705131739008,-1.0144844465914487,-0.32176547550349094,-1.8596764908226535
20,0.5943760855698614,1.246790275725483,0.9107079513000965,0.8126276134697776,0.8394003959799484
21,0.6996938284365051,0.6143956225060794,0.6789134576286263,-0.6556821299075588,-0.20019344351984655
