product_id,latent_0,latent_1,latent_2,latent_3,latent_4
1,0.8802655517107101,-0.9176603532104477,-1.2927437741177479,0.982848965077406,0.39293974323697706
2,-0.5401794083588293,-0.9317243466441468,-0.48586020124298157,0.20805802122006825,0.1480328885095463
3,-1.4547785795892314,-1.2779556024616956,0.13042806578977542,0.5792449823023607,-0.7938063063027208
4,-1.425164583919289,0.02909569911100905,-2.2078852594922505,-0.39041504150758993,0.5936240492261627
5,-0.24660870391211823,-1.5678699043379205,1.5060050502578854,0.005669180208593471,0.20826602768117738
6,0.8780479787075408,-0.1815926987948846,-0.2754869181762546,1.2269863489040365,-0.8183309479476936
7,0.9146821413573526,-1.1305115555582863,-0.7285323978163405,0.2912610790959938,1.4283324586776034
8,0.14741451591821006,-1.4001443139183618,0.7110696984756997,-0.7942898063483428,0.6330480241481845
9,0.28748597003193677,-1.5011994661234915,0.3602518151023268,-1.2348194837549622,1.3521076488570103
10,-1.572637945698076,-0.15943390926076623,-0.9461499625202234,1.4108443535437794,-1.548707456028348
11,2.330513673678952,-0.3612668573569523,-0.564300811670108,0.772607889981203,-0.03425516262919413
12,-0.8500659486517066,-0.7640579440722879,-0.49715268314198835,-0.6930309761598282,0.8103363220131813
13,0.08601083495111382,0.46274669305893196,-0.41868118017180117,0.6443316433113551,-0.6938723192788706
14,-0.9210611630574673,-0.5093153863891682,1.4245916387896373,-0.575944168794962,-0.5308302399659228
15,0.21846233272702087,-0.13062099885425585,-1.0874200571656196,-1.1813262653588517,0.7489853389306521
16,-1.1884518269610147,0.8843244671314553,-0.46706910821281816,-2.323128657318191,0.6469938269624895
17,0.8015438890261701,0.582122571061404,-0.4661888336242572,-0.3554910889431044,-0.45498702647898165
18,-0.7209753302348108,0.2806174468691095,-0.20526008145346628,-0.46445934198604377,-0.7119398686817162
19,0.14767695552232815,1.2676793640952233,0.11899256211275205,-1.355055575267162,-0.02448767007382112
20,0.481273163555751,0.7098021724293538,0.5159226990384777,0.13380291831310723,2.7109287857544566
21,-1.1905339423519126,1.4897798316473372,0.5535455437580772,2.2939058386079982,-1.4486742655618698
22,1.536815046463179,1.638056259947216,-0.1572144607506316,-0.8502848486480783,2.123013935548092
23,-0.8241650207398249,1.0466855880223913,1.4952076623987147,-0.16062992761533162,-0.16737149036856444
24,1.7653341840465306,-0.3072878185464976,-0.5575603661994113,-2.698790010874675,1.1215634694118288
25,-0.37345343172658596,0.7828470559543725,-0.14714920499355244,1.335457201896724,1.3751465861449894
26,-0.9954534058147811,-0.4639624770721109,0.5811432712531074,1.407234205880589,0.11298387741810423
27,0.2142673598165254,0.34852726076889057,-0.875760064133629,-0.45345863487240345,-0.18522620853234342
28,1.0009211276969951,1.79492408243264,-0.9100681530987553,0.721567354601281,0.21832604381475432
29,-0.5017056857271508,-0.9597486749704104,0.22863270640646322,-0.5849568982327877,0.3729976979677269
